name,email,phone,detail_url
cairo amman bank,info@cab.jo, +962 6 500 7700,https://www.eyeofriyadh.com/directory/details/8563_cairo-amman-bank
Informa Markets,,971 4 407 2500,https://www.eyeofriyadh.com/directory/details/9886_informa-markets
TNT Express,ksa.cs@tnt.com,9200 24422,https://www.eyeofriyadh.com/directory/details/286_tnt-express
Al Rajhi Ekhwan Group Co.,info@alrajhiekhwan.com,966 11 462 0036,https://www.eyeofriyadh.com/directory/details/4325_al-rajhi-ekhwan-group-co
GIB Capital,customercare@gibcapital.com,+966 11 511 2200,https://www.eyeofriyadh.com/directory/details/5151_gib-capital
GODIVA,letters@godiva.com,+966112815554,https://www.eyeofriyadh.com/directory/details/5182_godiva
H & M,, 920002482,https://www.eyeofriyadh.com/directory/details/5249_h-m
Perfumes Gate,store@perfumesgate.com,+966 11 203 3805,https://www.eyeofriyadh.com/directory/details/5475_perfumes-gate
Burger Boutique,,+966 538533392,https://www.eyeofriyadh.com/directory/details/5843_burger-boutique
United Food Industries Corp Ltd -Deemah,,+966 11 265 2000,https://www.eyeofriyadh.com/directory/details/7546_united-food-industries-corp-ltd-deemah
Accenture,,+966 11 826 0300,https://www.eyeofriyadh.com/directory/details/9042_accenture
Hassan al Nemr Jewellery,,8007550550,https://www.eyeofriyadh.com/directory/details/2490_hassan-al-nemr-jewellery
Majid Al Futtaim,notyrafat@gmail.comThanks,+9714 2949999,https://www.eyeofriyadh.com/directory/details/4894_majid-al-futtaim
Alwaha Downtown,,966138272893,https://www.eyeofriyadh.com/directory/details/5428_alwaha-downtown
Mansour Al Mosaid Group,,00966 12 649 2862 / 63,https://www.eyeofriyadh.com/directory/details/6658_mansour-al-mosaid-group
ABC Bank,info@bank-abc.com,+962 6 5633500,https://www.eyeofriyadh.com/directory/details/8553_abc-bank
JORDAN AVIATION,info@jordanaviation.jo,+962 6 55 01 760,https://www.eyeofriyadh.com/directory/details/8659_jordan-aviation
Informa Markets,,971 4 407 2500,https://www.eyeofriyadh.com/directory/details/9885_informa-markets
Kenya Airways,knbala@kanoosa.com,+966 11 4772228      ,https://www.eyeofriyadh.com/directory/details/185_kenya-airways
Advanced Arabian Simulation Company,INFO@AASCL.COM,+966112202312 ,https://www.eyeofriyadh.com/directory/details/862_advanced-arabian-simulation-company
Century 21 Saudi Arabia,info@century21.sa,92000250,https://www.eyeofriyadh.com/directory/details/1103_century-21-saudi-arabia
Morood Investment Company,info@morood.com,+966 11 400 3344,https://www.eyeofriyadh.com/directory/details/1839_morood-investment-company
Accessorise,onlinecustomerservices@monsoon.co.uk,,https://www.eyeofriyadh.com/directory/details/2393_accessorise
Ezone,malsokkari@ezone.com.sa, +966114941507,https://www.eyeofriyadh.com/directory/details/4321_ezone
Al Rajhi International for Investment (RAII),info@raii.net,966 11 471 1660,https://www.eyeofriyadh.com/directory/details/4333_al-rajhi-international-for-investment-raii
Tabuk Agriculture Development Company (TADCO),rydmgr@tadco-agri.com,+966 11 4782425,https://www.eyeofriyadh.com/directory/details/4947_tabuk-agriculture-development-company-tadco
Nomas jewellery,info@Nomasjewellery.com,+966 56 565 6925 ,https://www.eyeofriyadh.com/directory/details/5454_nomas-jewellery
Lamar Castle,info@lamarcastle.com,+966 11 242 0756,https://www.eyeofriyadh.com/directory/details/5471_lamar-castle
Burger King,,920000002,https://www.eyeofriyadh.com/directory/details/6091_burger-king
Innoverto FZ LLC,enquiry@innoverto.com,+971 4 361 4619 ,https://www.eyeofriyadh.com/directory/details/800_innoverto-fz-llc
AJMAN BANK,info@ajmanbank.ae,+9716 7479999,https://www.eyeofriyadh.com/directory/details/2565_ajman-bank
Arabela Mall,info@arabellamall.com,+962 27278716,https://www.eyeofriyadh.com/directory/details/8672_arabela-mall
KLM Royal Dutch Airlines,,8001221225,https://www.eyeofriyadh.com/directory/details/186_klm-royal-dutch-airlines
Advanced Communications & Electronic Systems Co.,marketing@aces-co.com,+966 11 2500444,https://www.eyeofriyadh.com/directory/details/1787_advanced-communications-electronic-systems-co
Alrayis exhibitions,info@saudilingerie.com,+966 11 411 2730,https://www.eyeofriyadh.com/directory/details/2026_alrayis-exhibitions
Mehan al Jazeera Support Services Company,info@mehan.sa,+ 966 92000 5065 ,https://www.eyeofriyadh.com/directory/details/4096_mehan-al-jazeera-support-services-company
Aujan Coca-Cola Beverages Company (ACCBC),hyderali2020@yahoo.com,9669200,https://www.eyeofriyadh.com/directory/details/4981_aujan-coca-cola-beverages-company-accbc
Mulkia Investment,info@mulkia.com.sa,920003028,https://www.eyeofriyadh.com/directory/details/5210_mulkia-investment
Alryhana Perfumes,,00966 55 522 2979,https://www.eyeofriyadh.com/directory/details/5477_alryhana-perfumes
Burgerfuel,info@burgerfuel.com,+966 11 470 1510,https://www.eyeofriyadh.com/directory/details/6081_burgerfuel
Juhaina Chocolat,info@juhaina.com.sa,+966 11 425 1128,https://www.eyeofriyadh.com/directory/details/6466_juhaina-chocolat
International Expo-Consults LLC,info@iec.ae,971 43435777,https://www.eyeofriyadh.com/directory/details/2742_international-expo-consults-llc
Boulevard,info@boulevard.com.sa,+966 12 66 121 98,https://www.eyeofriyadh.com/directory/details/5426_boulevard
plukka,info@plukka.com,,https://www.eyeofriyadh.com/directory/details/5460_plukka
Roots Group Arabia,info@arabian-roots.com,966122347500,https://www.eyeofriyadh.com/directory/details/7177_roots-group-arabia
Citibank,complaints@citi.com,+962 6 5675100,https://www.eyeofriyadh.com/directory/details/8569_citibank
Emaar Properties,,80036227,https://www.eyeofriyadh.com/directory/details/9822_emaar-properties
Emaar Middle East,customer.care@emaar.com,920022566 ,https://www.eyeofriyadh.com/directory/details/121_emaar-middle-east
Korean Air,ycleong@koreanair.com,+966 11 4658222      ,https://www.eyeofriyadh.com/directory/details/187_korean-air
AFNAM CO.,info@afnam.com,+966 11 483 2244,https://www.eyeofriyadh.com/directory/details/1971_afnam-co
Bakili&Al-Saggaf Co,bakilisaggaf@basa.com.sa,+966 14 654 286 ,https://www.eyeofriyadh.com/directory/details/2028_bakili-al-saggaf-co
Ice Watch,,80023215,https://www.eyeofriyadh.com/directory/details/2388_ice-watch
Middle East for Recruitment Center,meddleast_rec@hotmail.com,+966 11 465 0676,https://www.eyeofriyadh.com/directory/details/3684_middle-east-for-recruitment-center
Naif Al-Rajhi Investment Company,info@nalrajhi.com,+966 11 444 4499 ,https://www.eyeofriyadh.com/directory/details/4331_naif-al-rajhi-investment-company
Burgerizzer,,920022997,https://www.eyeofriyadh.com/directory/details/6106_burgerizzer
Safari Group,info@safari.com.sa,+966 11 231 5577,https://www.eyeofriyadh.com/directory/details/6702_safari-group
IQPC Middle East,enquiry@iqpc.ae,+971 4 364 2975,https://www.eyeofriyadh.com/directory/details/739_iqpc-middle-east
COMMERCIAL BANK OF DUBAI,cbdwebsite@cbd.ae,600 575 556,https://www.eyeofriyadh.com/directory/details/2566_commercial-bank-of-dubai
City Mall,info@citymall.jo,+962 65868500 ,https://www.eyeofriyadh.com/directory/details/8668_city-mall
kuwait Airways,ruhsbku@kuwaitairways.com,+966 11 4631218      ,https://www.eyeofriyadh.com/directory/details/188_kuwait-airways
Riyadh Dress,info@riyadhdress.com, +966501208767,https://www.eyeofriyadh.com/directory/details/506_riyadh-dress
DAMAC Properties,,+966 11 835 0300,https://www.eyeofriyadh.com/directory/details/2302_damac-properties
Kingdom Sweets,info@mfc.sa,+966114585981,https://www.eyeofriyadh.com/directory/details/2362_kingdom-sweets
Deutsche bank,enquiry@deutschegulf.com,+800244233,https://www.eyeofriyadh.com/directory/details/2870_deutsche-bank
Canton,info@hbbrands.com,920000129,https://www.eyeofriyadh.com/directory/details/3791_canton
Mueen Recruitment Company,armanrizvi007@gmail.com,+ 966 11 254 7000,https://www.eyeofriyadh.com/directory/details/4079_mueen-recruitment-company
Tamer Group,info@tamergroup.com,966 12 6440099,https://www.eyeofriyadh.com/directory/details/2261_tamer-group
Linkviva,sayhello@linkvivaevents.com,971 4 3678192,https://www.eyeofriyadh.com/directory/details/2746_linkviva
Read Sea Mall,info@redseamall.com,+966 12 215 1551 ,https://www.eyeofriyadh.com/directory/details/4974_read-sea-mall
LATAM Airlines,,+966 11 4633133      ,https://www.eyeofriyadh.com/directory/details/205_latam-airlines
Krispy Kreme,info@krispykremearabia.com,,https://www.eyeofriyadh.com/directory/details/2242_krispy-kreme
Nas manpower solutions,info@naas.com.sa,920000748,https://www.eyeofriyadh.com/directory/details/4095_nas-manpower-solutions
Zamil Group Holding Company,info@zamil.com,+966 11 203 7777,https://www.eyeofriyadh.com/directory/details/4866_zamil-group-holding-company
Cabrito,info@cabrito.com.sa,+966 11 4537070,https://www.eyeofriyadh.com/directory/details/6110_cabrito
Kalimah,contact@kalimahco.com,+966 56 225 4417,https://www.eyeofriyadh.com/directory/details/595_kalimah
Areej jewellery,,96613 868 4494,https://www.eyeofriyadh.com/directory/details/2491_areej-jewellery
Dubai Islamic Bank,contactus@dib.ae,+971 4 609 2222,https://www.eyeofriyadh.com/directory/details/2567_dubai-islamic-bank
Future for Modern Products,Mostafa@fmp.com.sa,+96622252255,https://www.eyeofriyadh.com/directory/details/2849_future-for-modern-products
Al Rashid Mall,info@rashidmall.com,+966 13 899 4466,https://www.eyeofriyadh.com/directory/details/5429_al-rashid-mall
DAMAC Properties,,971 4 373 1000,https://www.eyeofriyadh.com/directory/details/9823_damac-properties
Malaysia Airlines,enrich@malaysiaairlines.com,+966 11 4784039      ,https://www.eyeofriyadh.com/directory/details/191_malaysia-airlines
Olaya Real Estate Company,info@olayareal.com,8001242727,https://www.eyeofriyadh.com/directory/details/1090_olaya-real-estate-company
Alkhuraiji factory for Perfumes,info@alkhuraiji.com,9200 09926,https://www.eyeofriyadh.com/directory/details/1212_alkhuraiji-factory-for-perfumes
Forsan Foods & Consumer Products Company ltd,,00966114659144,https://www.eyeofriyadh.com/directory/details/1845_forsan-foods-consumer-products-company-ltd
Tee Arabia,Contact@tee-shirts.me,+966 50 410 5500,https://www.eyeofriyadh.com/directory/details/2347_tee-arabia
National Recruitment Co.,info@natrec.com,92000 3311,https://www.eyeofriyadh.com/directory/details/2420_national-recruitment-co
Luxurious Events,info@luxuryexpos.com,966 11229 2701,https://www.eyeofriyadh.com/directory/details/4991_luxurious-events
Al Watania Information Systems,info@wi-sys.com.sa,+966 11 471 2333,https://www.eyeofriyadh.com/directory/details/5521_al-watania-information-systems
Chilis,,+966 11 293 4849,https://www.eyeofriyadh.com/directory/details/6101_chilis
RAED Ventures,info@raed.vc,,https://www.eyeofriyadh.com/directory/details/8715_raed-ventures
Emirates Investment Bank,info@eibank.com,+971 4 231 7777,https://www.eyeofriyadh.com/directory/details/2570_emirates-investment-bank
Al Tayer Group,,0550941030,https://www.eyeofriyadh.com/directory/details/4895_al-tayer-group
AlKhobar Mall,fatih@khobar-mali.com,+966 13 882 8440,https://www.eyeofriyadh.com/directory/details/5430_alkhobar-mall
Middle East Airlines MEA,ruhtome@mea.aero,+966 11 4614670      ,https://www.eyeofriyadh.com/directory/details/192_middle-east-airlines-mea
Rimal Center,info@kinan.com.sa,+966 11 244 1004  ,https://www.eyeofriyadh.com/directory/details/337_rimal-center
Crystals,sales@crystalscompany.com, +966 11461 1484,https://www.eyeofriyadh.com/directory/details/354_crystals
Mawten Real Estate Company,Info@mawten.com.sa,920000598,https://www.eyeofriyadh.com/directory/details/1402_mawten-real-estate-company
Foundation Abdulaziz Ali Al-Humaidhi,info@homaidhi.com,920000169,https://www.eyeofriyadh.com/directory/details/1541_foundation-abdulaziz-ali-al-humaidhi
Mamma Bunz Cafe,wmeals@windowslive.com,+966920023545,https://www.eyeofriyadh.com/directory/details/2314_mamma-bunz-cafe
Al-Falak Electronic Equipment & Supplies Co.,info@alfalak.com,+966114648733,https://www.eyeofriyadh.com/directory/details/2904_al-falak-electronic-equipment-supplies-co
Surrati Perfumes,info@surratiperfumes.com,009666 11 438 9244,https://www.eyeofriyadh.com/directory/details/5473_surrati-perfumes
Al Munajem Group,,+966 11 4807755,https://www.eyeofriyadh.com/directory/details/5758_al-munajem-group
Emirates Islamic Bank -  EIB,VinodN@emiratesnbd.com,+9714 2280777,https://www.eyeofriyadh.com/directory/details/2568_emirates-islamic-bank-eib
MCI Middle East LLC,dubai@mci-group.com,971 4 311 6300,https://www.eyeofriyadh.com/directory/details/2747_mci-middle-east-llc
NTERNATIONAL RECRUITMENT COMPANY,info@irc.sa,920003023,https://www.eyeofriyadh.com/directory/details/4092_nternational-recruitment-company
Olympic Air,,+966 11 4644596      ,https://www.eyeofriyadh.com/directory/details/194_olympic-air
Copper Chandni,info@copperchandni.com,+966114167000,https://www.eyeofriyadh.com/directory/details/1151_copper-chandni
Marble Slab Creamery,,+966920011480,https://www.eyeofriyadh.com/directory/details/2326_marble-slab-creamery
Riyadh Avenue Mall,shops@riyadhavenuemall.com,+966 11 402 8877,https://www.eyeofriyadh.com/directory/details/5302_riyadh-avenue-mall
BATIC Investments & Logistics services,info@batic.com.sa,+966 11 418 7800,https://www.eyeofriyadh.com/directory/details/6585_batic-investments-logistics-services
STV,info@stv.vc,,https://www.eyeofriyadh.com/directory/details/8716_stv
MEED Events,meedevents@meed.com,+971 4 818 0200,https://www.eyeofriyadh.com/directory/details/798_meed-events
First Gulf Bank,customerservice@fgb.ae,600525500,https://www.eyeofriyadh.com/directory/details/2573_first-gulf-bank
Oman Air,ruhsup@omanair.com,+966 11 4733133      ,https://www.eyeofriyadh.com/directory/details/195_oman-air
Olaat Paroprties Management Co,info@olaat.com,966114504317,https://www.eyeofriyadh.com/directory/details/1125_olaat-paroprties-management-co
Alawi Stars for Computer Systems,Admin@AlawiStars.com,+96611 473 1844,https://www.eyeofriyadh.com/directory/details/1631_alawi-stars-for-computer-systems
Landmark Group,jayant.khosla@landmarkgroup.com,+966 11 207 8292,https://www.eyeofriyadh.com/directory/details/4896_landmark-group
Mashhood Pastries,,+966554705375,https://www.eyeofriyadh.com/directory/details/6173_mashhood-pastries
Durrat China,,920008118,https://www.eyeofriyadh.com/directory/details/6478_durrat-china
Goody Corporate,info@goody.com.sa,+966 12 667 6607,https://www.eyeofriyadh.com/directory/details/4942_goody-corporate
Roshan Mall,,+966 12 614 9999,https://www.eyeofriyadh.com/directory/details/5306_roshan-mall
International Islamic Trade Finance Corporation (ITFC),ITFC@itfc-idb.org,966 12 646 8364,https://www.eyeofriyadh.com/directory/details/7569_international-islamic-trade-finance-corporation-itfc
Messe Frankfurt GmbH,,971 4 389 4500,https://www.eyeofriyadh.com/directory/details/9889_messe-frankfurt-gmbh
Pakistan International Airlines,ruhuupk@piac.aero,8008440524      ,https://www.eyeofriyadh.com/directory/details/196_pakistan-international-airlines
Lights Foundation United Trading,info@almutahid.com.sa,+966557761041,https://www.eyeofriyadh.com/directory/details/1449_lights-foundation-united-trading
Proven SA,info@proven-sa.com,+966 11 293 9528,https://www.eyeofriyadh.com/directory/details/4073_proven-sa
AlManarah Comm & IT Co. Ltd.,info@almanarah.com.sa,+96611 813 1200,https://www.eyeofriyadh.com/directory/details/6325_almanarah-comm-it-co-ltd
Mille Feuille Bakery,,+966 551234230,https://www.eyeofriyadh.com/directory/details/6396_mille-feuille-bakery
Dominos Pizza,,920012345,https://www.eyeofriyadh.com/directory/details/6866_dominos-pizza
AlHakmiah,info@alhakmiah.sa,920009606,https://www.eyeofriyadh.com/directory/details/2602_alhakmiah
Indomie,info@pafl.com.sa,966 12 6431685,https://www.eyeofriyadh.com/directory/details/7579_indomie
INVESTBANK - Jordan,info@investbank.jo,+962 6 1515 500 ,https://www.eyeofriyadh.com/directory/details/8562_investbank-jordan
The Galleria Mall,INFO@GALLERIAJORDAN.COM,+962 790950222,https://www.eyeofriyadh.com/directory/details/8669_the-galleria-mall
Azadea Group,info@azadea.com,+971 4 2497 444,https://www.eyeofriyadh.com/directory/details/9643_azadea-group
Messe Frankfurt GmbH,,49 69 75 75 0,https://www.eyeofriyadh.com/directory/details/9890_messe-frankfurt-gmbh
Middle East Group,info@mee-sa.com,+966 11 2000 615,https://www.eyeofriyadh.com/directory/details/789_middle-east-group
Philippine Airlines,pal.sales@altayyargroup.com,+966 11 2160530      ,https://www.eyeofriyadh.com/directory/details/197_philippine-airlines
MASHAEL AL ASEMAH Trading Est.,customer_care@m2telecom.net,00966-011-2765262 ,https://www.eyeofriyadh.com/directory/details/1285_mashael-al-asemah-trading-est
Al Nwisher Auctions,info@alnwisher.com,920006098,https://www.eyeofriyadh.com/directory/details/1383_al-nwisher-auctions
NESK Group,,+966 11 219 9995,https://www.eyeofriyadh.com/directory/details/2027_nesk-group
KDD,, 2700808,https://www.eyeofriyadh.com/directory/details/2222_kdd
Alnafitha IT,,+966112168920 ,https://www.eyeofriyadh.com/directory/details/2445_alnafitha-it
Monkey cookies,info@monkey-cookies.com,920008959,https://www.eyeofriyadh.com/directory/details/5280_monkey-cookies
Early Morning,,,https://www.eyeofriyadh.com/directory/details/6481_early-morning
The Zone,, 0096611 203 3737,https://www.eyeofriyadh.com/directory/details/9162_the-zone
capital bank,info@capitalbank.com.jo,080022011,https://www.eyeofriyadh.com/directory/details/8556_capital-bank
Qantas Airways,,+966 11 4772228  ,https://www.eyeofriyadh.com/directory/details/198_qantas-airways
Mohammad Al-Habib Real Estate,info@alhabibinv.com,+966 11 4914400,https://www.eyeofriyadh.com/directory/details/1601_mohammad-al-habib-real-estate
Munch Bakery,info@munchbakery.com,9200 15010,https://www.eyeofriyadh.com/directory/details/2320_munch-bakery
ReSpeed Associates,info@respeedsa.com,+966 11 222 2417,https://www.eyeofriyadh.com/directory/details/4088_respeed-associates
Eataly,ety.thl.sa@azadea.com,+966 11 293 1502,https://www.eyeofriyadh.com/directory/details/6408_eataly
Alquiyadia,,920026223,https://www.eyeofriyadh.com/directory/details/10209_alquiyadia
Islamic Corporation For The Development Of The Private Sector,icd@isdb.org,+966 12 6441644,https://www.eyeofriyadh.com/directory/details/7573_islamic-corporation-for-the-development-of-the-private-sector
Luna,info@nfic.com.sa,8002444415,https://www.eyeofriyadh.com/directory/details/7575_luna
Royal Air Morocco,callcenter@royalairmaroc.com,+966 11 4774100 ,https://www.eyeofriyadh.com/directory/details/122_royal-air-morocco
Modern Dairy Plant Company (BADR DAIRY),admin@mdpc.com.sa,+966 11 2651282,https://www.eyeofriyadh.com/directory/details/1829_modern-dairy-plant-company-badr-dairy
Elements,restaurantreservations.riyadh@fourseasons.com,+966112115544,https://www.eyeofriyadh.com/directory/details/3357_elements
SAED ISTIGDAM,sales@saed.sa,920033355,https://www.eyeofriyadh.com/directory/details/3690_saed-istigdam
Amadeus Saudi Arabia,riyadh.sa@amadeus.com,800 244 0401,https://www.eyeofriyadh.com/directory/details/4697_amadeus-saudi-arabia
Modern Electronics,mestores@modern-electronics.com,920007669,https://www.eyeofriyadh.com/directory/details/7441_modern-electronics
National Exhibitions Company,info@nec-events.net,+966 12 6685656,https://www.eyeofriyadh.com/directory/details/2714_national-exhibitions-company
Islamic International Arab Bank,INFO@IIABANK.COM.JO, 080022633,https://www.eyeofriyadh.com/directory/details/8573_islamic-international-arab-bank
nafeeseh-sweets,CUSTOMERS@NAFEESEH-SWEETS.COM,+962 6 550 8 550,https://www.eyeofriyadh.com/directory/details/8704_nafeeseh-sweets
Royal Jordanian Airlines,FFP@rj.com,844 807 3690,https://www.eyeofriyadh.com/directory/details/123_royal-jordanian-airlines
Sami Almusharraf Recruitment Office,,+966 11 455 4080,https://www.eyeofriyadh.com/directory/details/2475_sami-almusharraf-recruitment-office
New Horizon for Conferences & Exhibitions,fahad@newhorizon.com.sa,+966 54 267 3330,https://www.eyeofriyadh.com/directory/details/7233_new-horizon-for-conferences-exhibitions
ANOVA,info@anova.sa,+966 11 2251893,https://www.eyeofriyadh.com/directory/details/8469_anova
Adeer,info@adeer.com,92000 4024,https://www.eyeofriyadh.com/directory/details/5068_adeer
National Biscuits & Confectionery (NBCC),info@nbcc.com.sa,966 12 6360606,https://www.eyeofriyadh.com/directory/details/7578_national-biscuits-confectionery-nbcc
Jordan Ahli Bank,info@ahlibank.com.jo,065608730,https://www.eyeofriyadh.com/directory/details/8559_jordan-ahli-bank
Paparoti,info@papparotiksa.com,+966 11 293 6452,https://www.eyeofriyadh.com/directory/details/2241_paparoti
FAD Investment & Development,info@fadid.net,+966 11 479 3355,https://www.eyeofriyadh.com/directory/details/2584_fad-investment-development
Saudi Intelligent Solutions,sales@sis.net.sa,+966 11 434 8100,https://www.eyeofriyadh.com/directory/details/4068_saudi-intelligent-solutions
Fat Burger,info@fatburger.com,+966 11 211 2971,https://www.eyeofriyadh.com/directory/details/6471_fat-burger
Applied Computer Services Company,contactus@hasib.com.sa,+966114651700,https://www.eyeofriyadh.com/directory/details/6505_applied-computer-services-company
Perfect Choice,info@pchoice.sa,+966 50 080 2602,https://www.eyeofriyadh.com/directory/details/8543_perfect-choice
Nestlé,,8001161001,https://www.eyeofriyadh.com/directory/details/2817_nestl
Commercial Bank of Jordan,Jcb@Jcbank.com.jo,+962 6 5203000,https://www.eyeofriyadh.com/directory/details/8557_commercial-bank-of-jordan
Royal Jordanian RJ,,+962 6510 0000‏,https://www.eyeofriyadh.com/directory/details/8660_royal-jordanian-rj
Ramtan Exposition & Conference Organizing,info@ramtan-expo.com,+966114656675,https://www.eyeofriyadh.com/directory/details/770_ramtan-exposition-conference-organizing
Singapore Airlines,sa_feedback@singaporeair.com.sg,+966 9200 18081,https://www.eyeofriyadh.com/directory/details/200_singapore-airlines
Saudi Manpower Solutions Company (SMASCO ),info@smasco.com,920010133,https://www.eyeofriyadh.com/directory/details/1277_saudi-manpower-solutions-company-smasco
Arab sea for Information Systems,info@arabsea.com,920000559,https://www.eyeofriyadh.com/directory/details/1595_arab-sea-for-information-systems
Qomra,,966549777667,https://www.eyeofriyadh.com/directory/details/3132_qomra
Al Bustan Village,Info@al-bustan.net.sa,0112235192,https://www.eyeofriyadh.com/directory/details/4903_al-bustan-village
Fire Grill,info@firegrill.com.sa, 800 249 2222,https://www.eyeofriyadh.com/directory/details/6097_fire-grill
Red Bull,,,https://www.eyeofriyadh.com/directory/details/7084_red-bull
bank of jordan,boj@bankofjordan.com.jo,+962 6 5696277,https://www.eyeofriyadh.com/directory/details/8554_bank-of-jordan
Paradise Bakery,info@paradisebakeries.com,+962 6 4386464,https://www.eyeofriyadh.com/directory/details/8723_paradise-bakery
South African Airways SAA,,+966 11 4633133 ext. 3120,https://www.eyeofriyadh.com/directory/details/201_south-african-airways-saa
Rawand Trading Est.,info@rawand.com.sa,+966 9200 10043,https://www.eyeofriyadh.com/directory/details/1533_rawand-trading-est
Riyadh Food Industries Co.,info@riyadhfoods.com,+966 11 265233,https://www.eyeofriyadh.com/directory/details/1655_riyadh-food-industries-co
Gulluoglu,administration@gulluoglu.com.sa,+966 11 419 4477,https://www.eyeofriyadh.com/directory/details/6385_gulluoglu
jordan islamic bank,jibcustomerservice@islamicbank.com.jo,+962 6 5680001 ,https://www.eyeofriyadh.com/directory/details/8574_jordan-islamic-bank
SriLankan Airlines,ruhreservation@srilankan.aero,+966 11 4788935    ,https://www.eyeofriyadh.com/directory/details/202_srilankan-airlines
Al Soliman Real Estate,info@alsoliman.com.sa,920003511,https://www.eyeofriyadh.com/directory/details/1073_al-soliman-real-estate
Saudi Staffing Company (TAHEED),info@taheed.net,+966 11 416 0373,https://www.eyeofriyadh.com/directory/details/4090_saudi-staffing-company-taheed
Five Guys,,+966 11 410 1780,https://www.eyeofriyadh.com/directory/details/5400_five-guys
Arabic Computer Systems (ACS),info@acs.com.sa,+966 11 2920707,https://www.eyeofriyadh.com/directory/details/6348_arabic-computer-systems-acs
Reed Exhibitions Middle East,,971 2 4917615,https://www.eyeofriyadh.com/directory/details/2716_reed-exhibitions-middle-east
Jordan Kuwait Bank,info@jkbank.com.jo,+962 6 5688814,https://www.eyeofriyadh.com/directory/details/8558_jordan-kuwait-bank
Sudan Airways,customerinfo@sudanair.com,+966 11 4720040,https://www.eyeofriyadh.com/directory/details/203_sudan-airways
Basmat Aljazeera Electronic Co.,info@data-phone.net,+966 11 4788990,https://www.eyeofriyadh.com/directory/details/1409_basmat-aljazeera-electronic-co
Saudi Electronic Trading Company (SETRA),info@setra.com.sa,+966 011 4616141,https://www.eyeofriyadh.com/directory/details/1627_saudi-electronic-trading-company-setra
Saudi Airlines Catering Catrion,info@Saudiacatering.com,920022081,https://www.eyeofriyadh.com/directory/details/2211_saudi-airlines-catering-catrion
Fuddruckers,info@fuddruckers-sa.com,+966 11 452 0670,https://www.eyeofriyadh.com/directory/details/6470_fuddruckers
NBK Group,Main@jkbank.com.jo,+962 6 5608860,https://www.eyeofriyadh.com/directory/details/8571_nbk-group
Rawan cake,,+96265001888,https://www.eyeofriyadh.com/directory/details/8707_rawan-cake
REED SUNAIDI EXHIBITIONS,info@reedsunaidiexpo.com,+966 12668 2626,https://www.eyeofriyadh.com/directory/details/9876_reed-sunaidi-exhibitions
Swiss International Airlines,,+966 11 4789745      ,https://www.eyeofriyadh.com/directory/details/204_swiss-international-airlines
BLAATHER for Telecommunication & Electronics,info@blaather.com,+966114617153,https://www.eyeofriyadh.com/directory/details/1796_blaather-for-telecommunication-electronics
Thimar Electronics Co. Ltd.,info@thimar.net,7690-477 11 966+,https://www.eyeofriyadh.com/directory/details/2058_thimar-electronics-co-ltd
Rose Sweets,,920007620,https://www.eyeofriyadh.com/directory/details/6407_rose-sweets
Grill It,,+966 55 816 1122,https://www.eyeofriyadh.com/directory/details/6479_grill-it
Richard Attias & Associates,stanislas.albert@richardattiasassociates.com, +1 212-794-8801,https://www.eyeofriyadh.com/directory/details/9528_richard-attias-associates
Lebanon & Diaspora Bank,customer.care@blom.com.jo,+962 6 5001222,https://www.eyeofriyadh.com/directory/details/8572_lebanon-diaspora-bank
Tarfeeh (A SEDCO Holding Company),info@tarfeehksa.com,+966 12 6929475,https://www.eyeofriyadh.com/directory/details/9271_tarfeeh-a-sedco-holding-company
Riyadh Exhibitions Company,info@recexpo.com,+966920024020,https://www.eyeofriyadh.com/directory/details/500_riyadh-exhibitions-company
TAROM Romanian Airlines,presa@tarom.ro,+966 11 8787272      ,https://www.eyeofriyadh.com/directory/details/206_tarom-romanian-airlines
TICHNO,store@tichno.com,+966 537609060,https://www.eyeofriyadh.com/directory/details/1281_tichno
BrightWare L.L.C.,info@brightware.com.sa,800 124 0256,https://www.eyeofriyadh.com/directory/details/1993_brightware-l-l-c
TEAM TIME CO. (TTCO),info@ttco.sa,920020616,https://www.eyeofriyadh.com/directory/details/4060_team-time-co-ttco
Hamburgini,,920005341,https://www.eyeofriyadh.com/directory/details/6108_hamburgini
safwa bank,info@safwabank.com,+962 6 4602100,https://www.eyeofriyadh.com/directory/details/8575_safwa-bank
Thai Airways,,+966 11 4766766 ,https://www.eyeofriyadh.com/directory/details/207_thai-airways
Saudi Event Management & Marketing Company SEMARK,info@semark.com.sa,920003361,https://www.eyeofriyadh.com/directory/details/769_saudi-event-management-marketing-company-semark
BT Alsaudia,info@btalsaudia.com.sa,+966 11 477 7633,https://www.eyeofriyadh.com/directory/details/917_bt-alsaudia
Herfy Foods,,9200 01111,https://www.eyeofriyadh.com/directory/details/1007_herfy-foods
Saison Du Pain,,+966114548877,https://www.eyeofriyadh.com/directory/details/6399_saison-du-pain
Sharjah Islamic Bank,,+97165999999,https://www.eyeofriyadh.com/directory/details/2575_sharjah-islamic-bank
Tunis Air,,+966 12 6530889     ,https://www.eyeofriyadh.com/directory/details/208_tunis-air
Business Solutions Est.,info@bse.com.sa,+966 50215 4911,https://www.eyeofriyadh.com/directory/details/1922_business-solutions-est
TALAT Boutique,,+966 11 215 4567,https://www.eyeofriyadh.com/directory/details/2361_talat-boutique
