company_name,phone_number,city,category,subcategory,description,detail_url
Atheeb Group,966-11-4646142,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Atheeb Group is a major diversified group established since 1985, based in Saudi Arabia and operating across the Middle East and in the wider region, Atheeb Group succeeded in the market, and it is in...",https://www.findsaudi.com/en/CatView/1845/2419/Atheeb_Group.aspx
Taif Investment &Tourism Company,966-12-7347766,The Taif,"banks,Financial institutions","Investment Companies,holding companies","Taif Investment and Tourism Company was established in 1999 as a closed joint stock company with a capital of S.R. 110 million

<

Company’s Activities;
The establishment and management of Touris...",https://www.findsaudi.com/en/CatView/1845/2416/Taif_Investment_Tourism_Company.aspx
AL Mouwasat  Medical Services,966-13-8200000,Dammam,"banks,Financial institutions","Investment Companies,holding companies","AL Mouwasat  Medical Services was Founded in 1975 under Commercial Registration No. 2,050,032,02, issued in Dammam as an individual entity owned by Mr. Mohammed Sultan Subaie, where it  began running ...",https://www.findsaudi.com/en/CatView/1845/2414/AL_Mouwasat_Medical_Services.aspx
Saudi Advanced Industries Company (SAIC),966-11-4789840,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Saudi Advanced Industries Company (SAIC) established in 1987 as a Saudi joint stock company with the capital, 108 million Saudi riyals however in 2007 increased the capital to 432 million Saudi riyals...",https://www.findsaudi.com/en/CatView/1845/2411/Saudi_Advanced_Industries_Company_SAIC_.aspx
"Pan Kingdom Invest, Co",966-11-2019999,Riaydh,"banks,Financial institutions","Investment Companies,holding companies",Pan Kingdom Group has selected from the first day of its inception a defined practical path and this was reflected very clearly in the size of development and diversification of activities and special...,https://www.findsaudi.com/en/CatView/1845/2408/Pan_Kingdom_Invest_Co.aspx
Jazan Development Co.,966-17-3222162,Jizan,"banks,Financial institutions","Investment Companies,holding companies",Jazan Development Co. - Saudi joint stock company - was established under the resolution of the Minister of Trade No: 223 dated 02/07/1414 AH corresponding 26/07/1993 G. It was registered according to...,https://www.findsaudi.com/en/CatView/1845/2407/Jazan_Development_Co_.aspx
SIDC | Saudi Industrial Development Company,966-12-6675099,Jadda,"banks,Financial institutions","Investment Companies,holding companies","Saudi Company for Industrial Development ""sincerity"" Saudi joint stock company established under the Ministerial Resolution No. 673 dated 20/02/1413 AH 12/14/1992 for a period of 99 years starting fro...",https://www.findsaudi.com/en/CatView/1845/2365/SIDC_Saudi_Industrial_Development_Company.aspx
Al-Ryadah Partners Inc.,966-11-2933453,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Al-Ryadah Partners Inc. is a holding company for many multi-activity projects; it seeks to attract young aspiring investors and entrepreneurs to work in it.
The company owns privileged projects and s...",https://www.findsaudi.com/en/CatView/1845/2361/Al_Ryadah_Partners_Inc_.aspx
Astra Industries (AI),966-11-4752002,Riaydh,"banks,Financial institutions","Investment Companies,holding companies",Astra Industries (AI) is one of the leading industrial conglomerates in the Kingdom of Saudi Arabia. Our vision is to become the premier industrial investment enterprise in the Middle East and North A...,https://www.findsaudi.com/en/CatView/1845/2355/Astra_Industries_AI_.aspx
AL GHADEER GORUP,966-13-5866691,Ahsa,"banks,Financial institutions","Investment Companies,holding companies",The enormous reserves of petroleum in the Gulf region have contributed to the unprecedented economic and demographic development of the Gulf countries. While trade within the region and with rest of t...,https://www.findsaudi.com/en/CatView/1845/2313/AL_GHADEER_GORUP.aspx
MASHCO,966-13-8147444,Al Khobar,"banks,Financial institutions","Investment Companies,holding companies","MASHCO was founded in 2000  as a holding company with various business units specializing in fields such as Construction, Engineering and Oil Services, Energy and Industrial Services, Building Materia...",https://www.findsaudi.com/en/CatView/1845/2308/MASHCO.aspx
Al-Ryadah Partners Inc.,966-11-4640228,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Al-Ryadah Partners Inc. is a holding company for many multi-activity projects; it seeks to attract young aspiring investors and entrepreneurs to work in it.
The company owns privileged projects and s...",https://www.findsaudi.com/en/CatView/1845/2250/Al_Ryadah_Partners_Inc_.aspx
Middle East Financial Investment Capital - MEFIC Capital,966-11-2186666,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","MEFIC Capital is a complete financial services company with a paid capital of SR 400 Million. The incorporation of MEFIC took place on Shaban 2, 1428 (August 15, 2007), after the Capital Market Author...",https://www.findsaudi.com/en/CatView/1845/2243/Middle_East_Financial_Investment_Capital_MEFIC_Capital.aspx
SaudiMed Investment Company,966-11-920000371,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Established in December 2007 in the Kingdom of Saudi Arabia as a closed joint stock company, SaudiMed is a member of the GroupMed Holding, one of prominent regional conglomerates, with a global networ...",https://www.findsaudi.com/en/CatView/1845/2242/SaudiMed_Investment_Company.aspx
Al Ra'idah Investment Company,966-11-2059911,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Al Ra'idah Investment Company is a joint stock company, and has been established by virtue of the royal decree No 9, dated 27/2/2007, which stated that ""licensing for establishing a Saudi joint stock ...",https://www.findsaudi.com/en/CatView/1845/2239/Al_Ra_idah_Investment_Company.aspx
BADR Investments,966-11-4607871,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Over three decades, principals of BADR Investments have created hundreds of billions of dollars of growth for economies globally, predominantly across the Middle East.  Led by Dr Amin Badr-El-Din, Fou...",https://www.findsaudi.com/en/CatView/1845/2237/BADR_Investments.aspx
Audi Capital,966-11-2199300,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","On May 15, 2006, the Capital Market Authority (CMA) of the Saudi Arabia approved the license application of Bank Audi sal to launch Audi Capital (previously Audi Saudi Arabia) to provide a complete ra...",https://www.findsaudi.com/en/CatView/1845/2236/Audi_Capital.aspx
SambaCapital,966-11-4149888,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","SambaCapital :
A heritage of investment success ::
SambaCapital brings individuals, companies and institutional investors a new, highly specialized approach to investing and investment services. Fro...",https://www.findsaudi.com/en/CatView/1845/2235/SambaCapital.aspx
DALLAH ALBARAKA,966-12-6710000,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","DALLAH ALBARAKA :
We are a multi-sector group dedicated to providing quality shelter, healthcare, enhanced environment, food services, products and financial services to our customers while achieving...",https://www.findsaudi.com/en/CatView/1845/2234/DALLAH_ALBARAKA.aspx
AL-Asriah Holding Co.,966-11-4553355,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","AL-Asriah Holding Company is a limited liability company established in 1415 specializing in the administration of tourist and recreational resorts and buy land, drawings and construction of buildings...",https://www.findsaudi.com/en/CatView/1845/2233/AL_Asriah_Holding_Co_.aspx
Obeikan Investment Group,966-11-2839400,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Leadership has no limits. It has to be developed, maintained and preserved. Obeikan Investment Group (OIG) understand that this is essential to meet and keep up with market necessities locally and glo...",https://www.findsaudi.com/en/CatView/1845/2231/Obeikan_Investment_Group.aspx
Saudi Fransi Capital (SFC),966-11-2151111,Riaydh,"banks,Financial institutions","Investment Companies,holding companies",Saudi Fransi Capital (SFC) is the investment arm of Banque Saudi Fransi with a capital of SR 500 million.  The Company is licensed by the Capital Market Authority to conduct the full-range of investme...,https://www.findsaudi.com/en/CatView/1845/2230/Saudi_Fransi_Capital_SFC_.aspx
Al Rajhi Capital,966-11-4600423,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Al Rajhi Capital, founded in 2008, is a leading multi-award winning financial services company, which provides its clients with a range of diverse, innovative and Shariah compliant financial products ...",https://www.findsaudi.com/en/CatView/1845/2229/Al_Rajhi_Capital.aspx
Alkhabeer Capital,966-12-6588880,Jadda,"banks,Financial institutions","Investment Companies,holding companies","Alkhabeer Capital is a leading asset management and investment banking firm. We provide financial products and services that help institutions, family groups and qualified investors access and allocat...",https://www.findsaudi.com/en/CatView/1845/2228/Alkhabeer_Capital.aspx
Al Hussaini Holding Company,966-13-8343434,Dammam,"banks,Financial institutions","Investment Companies,holding companies",Al Hussaini Investment Holding Company is mindful of its obligations to partners and affiliated companies and seeks to maximize returns on investment and results. The company ensures that its projects...,https://www.findsaudi.com/en/CatView/1845/2221/Al_Hussaini_Holding_Company.aspx
Pioneer Generation for Commercial Investment,966-11-4058366,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Our story began in 1997 under the name of Darnadeen Medical Co., with the goal of delivering of high-quality and competitively priced medical home care products to make healthcare more accessible and ...",https://www.findsaudi.com/en/CatView/1845/2218/Pioneer_Generation_for_Commercial_Investment.aspx
Alistithmar Capital,966-11-2547666,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Alistithmar Capital is a Saudi limited liability company, and a subsidiary of The Saudi Investment Bank.

Alistithmar Capital was granted a license by the Capital Market Authority (CMA) on 28 May 20...",https://www.findsaudi.com/en/CatView/1845/2217/Alistithmar_Capital.aspx
Adeem Capital,966-12-2384995,Jadda,"banks,Financial institutions","Investment Companies,holding companies","A Sharia compliant company established with the collaboration of real estate professionals and investment bankers to create unique investment opportunities.
The presence of the capabilities of specia...",https://www.findsaudi.com/en/CatView/1845/2214/Adeem_Capital.aspx
Amwal AlKhaleej,966-11-2164666,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Amwal AlKhaleej is a premier private equity firm in the Middle East and North Africa (MENA) regions. Established and headquartered in Riyadh in 2004, Amwal AlKhaleej has also offices in Dubai and Cair...",https://www.findsaudi.com/en/CatView/1845/2213/Amwal_AlKhaleej.aspx
Osool & Bakheet Investment Company,966-11-4191797,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Osool & Bakheet Investment Company, is a Saudi closed joint stock company (Company resulting from the merger of osool capital company and Bakheet investment group) with Paid-up capital SAR 60,000,000....",https://www.findsaudi.com/en/CatView/1845/2211/Osool_Bakheet_Investment_Company.aspx
The Arab Investment Company (TAIC),966-11-4760601,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","The Arab Investment Company (TAIC) is a Pan-Arab joint-stock company established in July 1974 and owned by governments of 17 Arab states with an authorized capital of US$ 1,200 Million and a paid-up c...",https://www.findsaudi.com/en/CatView/1845/2180/The_Arab_Investment_Company_TAIC_.aspx
Riyad Capital,966-11-920012299,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Riyad Capital is a Saudi Limited Liability Company with a paid up capital of SAR 200 million, licensed by the Saudi Arabian Capital Market Authority number 07070-37, and Commercial Registration number...",https://www.findsaudi.com/en/CatView/1845/2177/Riyad_Capital.aspx
Jamal Jaroudi Group,966-11-2053030,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Jamal Jaroudi Group is focused on building over it’s successes and loyalty to it’s customers since 1982.

Over the years we have grown into a systems house.  We provide complete solutions by taking ...",https://www.findsaudi.com/en/CatView/1845/1848/Jamal_Jaroudi_Group.aspx
"Dar YUSUFIYA Group Co., Ltd",966-11-4800099,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","Dar YUSUFIYA Group Co., Ltd. and its subsidiaries YUSUFIYA … is a limited liability company provides its services to customers, either integrated or separate as desired by the customers, who were dist...",https://www.findsaudi.com/en/CatView/1845/1847/Dar_YUSUFIYA_Group_Co_Ltd.aspx
Saudi Industries Development Company (Tatweer),966-16-3261720,Al Qassim,"banks,Financial institutions","Investment Companies,holding companies","Saudi Industries Development Company (Tatweer) was established in 1995, as Saudi closed joint stock company.  Tatweer headquarter located in Buraydah city at Qassim region which is in the middle of Sa...",https://www.findsaudi.com/en/CatView/1845/1846/Saudi_Industries_Development_Company_Tatweer_.aspx
"Aseer Trading, tourism, industry, agriculture and real estate",966-17-2246551,Abha,"banks,Financial institutions","Investment Companies,holding companies","Characterized by Aseer Trading, Tourism & Manufacturing, agriculture, real estate and contracting business multiplicity of purposes, which enabled it to diversify investment in many areas, including i...",https://www.findsaudi.com/en/CatView/1845/1689/Aseer_Trading_tourism_industry_agriculture_and_real_estate.aspx
Al-Watania for Industries (WFI),966-11-4980088,Riaydh,"banks,Financial institutions","Investment Companies,holding companies",Al-Watania for Industries (WFI) is member of Sheikh Sulaiman Al-Rajhi endowments with significant profit donated to charity works. WFI has 6 manufacturing subsidiaries that adopted the highest local a...,https://www.findsaudi.com/en/CatView/1845/1097/Al_Watania_for_Industries_WFI_.aspx
Halwani Bros,966-12-6366667,Jadda,"banks,Financial institutions","Investment Companies,holding companies","Since its founding in the 1950s, Halwani Bros made its commitment of delivering quality Middle Eastern food products to the public, using original recipes along with modern machinery, advanced manufac...",https://www.findsaudi.com/en/CatView/1845/1079/Halwani_Bros.aspx
"NAFA  Enterprises, Ltd.",966-11-4708888,Riaydh,"banks,Financial institutions","Investment Companies,holding companies","NAFA Enterprises, Ltd., which was established in 1984, is the mother company of the NAFA Group.  NAFA Enterprises, Ltd. is one of the leading and fast growing companies in Saudi Arabia.

NAFA  Enter...",https://www.findsaudi.com/en/CatView/1845/1016/NAFA_Enterprises_Ltd_.aspx
UV Power,966-11-2150475,Riaydh,"banks,Financial institutions",Public & private banks,UV Power for selling and maintaining money counting machines and counterfeit detection devices,https://www.findsaudi.com/en/CatView/580/27926/UV_Power.aspx
Al Rajhi Bank,966-92-0003344,Riaydh,"banks,Financial institutions",Public & private banks,"Al Rajhi Bank offers a variety of banking services such as deposits, loans, investment advice, securities trading, remittances, credit cards, and consumer financing. All services are offered according...",https://www.findsaudi.com/en/CatView/580/5511/Al_Rajhi_Bank.aspx
AlJazira Bank,966-12-6098888,Jadda,"banks,Financial institutions",Public & private banks,"AlJazira Bank is the from financial institutions leading the rapid growth, the ""financial group Saudi Arabia put the customer at the center of their attention, and is always working on the development...",https://www.findsaudi.com/en/CatView/580/1561/AlJazira_Bank.aspx
Alinma Bank,966-11-2185555,Riaydh,"banks,Financial institutions",Public & private banks,"Alinma Bank :
Alinma Bank is licensed to operate in the Saudi financial services sector, a sector that has experienced positive growth in recent years and is vital to the strength of the national eco...",https://www.findsaudi.com/en/CatView/580/1569/Alinma_Bank.aspx
Samba Financial Group,966-11-4797400,Riaydh,"banks,Financial institutions",Public & private banks,We are one of the region's largest and most acclaimed financial services groups with an unrivalled reputation for world class financial solutions comparable with the best in the world.Since our incept...,https://www.findsaudi.com/en/CatView/580/1568/Samba_Financial_Group.aspx
J.P. Morgan Bank - KSA,966-11-2993800,Riaydh,"banks,Financial institutions",Public & private banks,"J.P. Morgan is a leader in asset management, investment banking, private banking, treasury and securities services, and commercial banking. Today, the firm serves one of the largest client franchises ...",https://www.findsaudi.com/en/CatView/580/1567/J_P_Morgan_Bank_KSA.aspx
Bank Muscat-KSA,966-11-2799711,Riaydh,"banks,Financial institutions",Public & private banks,"Bank Muscat is the leading financial services provider in Oman with a strong presence in Corporate Banking, Retail Banking, Investment Banking, Treasury, Private Banking and Asset Management.
The int...",https://www.findsaudi.com/en/CatView/580/1566/Bank_Muscat_KSA.aspx
Deutsche bank -ksa,966-11-2739777,Riaydh,"banks,Financial institutions",Public & private banks,"Deutsche bank -ksa :
Vision :Do our best to serve the shareholders, and through the development of the customer in the first place and their attention and build a global network of businesses that ac...",https://www.findsaudi.com/en/CatView/580/1565/Deutsche_bank_ksa.aspx
National Bank of Kuwait (NBK Group) -KSA,966-12-6036300,Jadda,"banks,Financial institutions",Public & private banks,NBK set up in the KSA by opening its first branch in Jeddah in 2006 to capture Kuwaiti linkages and service Group relationships locally. The branch offers full commercial banking services across a bro...,https://www.findsaudi.com/en/CatView/580/1564/National_Bank_of_Kuwait_NBK_Group_KSA.aspx
Riyad Bank,966-11-4081192,Riaydh,"banks,Financial institutions",Public & private banks,"Riyad Bank is one of the largest financial institutions in Saudi Arabia and the Middle East, with a strong corporate and retail banking franchise.

Operational Performance
Mobilizing its substantia...",https://www.findsaudi.com/en/CatView/580/1563/Riyad_Bank.aspx
Gulf International Bank GIB,966-11-2180888,Riaydh,"banks,Financial institutions",Public & private banks,"GIB serves GCC-based clients in a range of specialised areas. These include corporate advisory, asset management, structured and project finance and GCC capital markets activities.

Client-led corpo...",https://www.findsaudi.com/en/CatView/580/1562/Gulf_International_Bank_GIB.aspx
Bank Albilad,966-11-4798888,Riaydh,"banks,Financial institutions",Public & private banks,"Bank Albilad ..
Vision:
That sober the best choice to provide true Islamic banking solutions
Message:
Pursuit through initiative and innovation to provide banking services on the basis of real leg...",https://www.findsaudi.com/en/CatView/580/1560/Bank_Albilad.aspx
"Emirates NBD, Saudi Arabia",966-11-2825555,Riaydh,"banks,Financial institutions",Public & private banks,"Emirates Bank, the first foreign bank to get a license to operate in Saudi Arabia. Founded Emirates NBD, the banking group leader in the region, in the October 16, 2007, while listed shares of Emirate...",https://www.findsaudi.com/en/CatView/580/1558/Emirates_NBD_Saudi_Arabia.aspx
National Bank of Bahrain -KSA,966-11-2998800,Riaydh,"banks,Financial institutions",Public & private banks,"The purpose of the exercise of all of the company's commercial banking and retail services in Bahrain, and the bank is engaged in massive infrastructure projects and the Bank plays a key role in the l...",https://www.findsaudi.com/en/CatView/580/1559/National_Bank_of_Bahrain_KSA.aspx
Barclays,966-11-8806500,Riaydh,"banks,Financial institutions",Public & private banks,"Barclays is a major global financial services provider engaged in personal banking, cards, corporate and investment banking, as well as wealth and investment management. With over 300 years of history...",https://www.findsaudi.com/en/CatView/580/1557/Barclays.aspx
Arab National Bank (ANB),966-11-4029000,Riaydh,"banks,Financial institutions",Public & private banks,"Arab National Bank (ANB) :
ANB HERITAGE:

Arab National Bank was established in 1979, by Royal Decree M/38, taking over the existing operations of Arab Bank in the Kingdom of Saudi Arabia. ANB, a S...",https://www.findsaudi.com/en/CatView/580/1556/Arab_National_Bank_ANB_.aspx
Saudi Credit & Saving bank,966-11-2746444,Riaydh,"banks,Financial institutions",Public & private banks,The bank was established Saudi Credit & Savings in 1391 AH has been focused bank's activity at the beginning of its establishment on social loans then the bank's expansion in the activities which incl...,https://www.findsaudi.com/en/CatView/580/1555/Saudi_Credit_Saving_bank.aspx
The Islamic Development Bank,966-12-6361400,Jadda,"banks,Financial institutions",Public & private banks,The Islamic Development Bank is an international financial institution established in pursuance of the Declaration of Intent issued by the Conference of Finance Ministers of Muslim Countries held in J...,https://www.findsaudi.com/en/CatView/580/1554/The_Islamic_Development_Bank.aspx
Banque Saudi Fransi (BSF,966-11-2899999,Riaydh,"banks,Financial institutions",Public & private banks,"Banque Saudi Fransi (BSF) is a Saudi Arabian Joint Stock Company established by Royal Decree No. M/23 dated June 4, 1977.

Global Partnership:

The Bank is affiliated with Credit Agricole Corporat...",https://www.findsaudi.com/en/CatView/580/1479/Banque_Saudi_Fransi_BSF.aspx
Saudi Hollandi Bank,966-11-4067888,Riaydh,"banks,Financial institutions",Public & private banks,"Saudi Hollandi Bank, the first operating bank in the Kingdom of Saudi Arabia, was founded in 1926.

Originally it was known as 'The Netherlands Trading Society', and operated out of one office in Je...",https://www.findsaudi.com/en/CatView/580/1480/Saudi_Hollandi_Bank.aspx
The National Commercial Bank,966-12-6464999,Jadda,"banks,Financial institutions",Public & private banks,The National Commercial Bank was the first Saudi bank to be licensed in the Kingdom. It is considered the largest in the Saudi Arabia and a leading financial institution in the Region. The Bank initia...,https://www.findsaudi.com/en/CatView/580/1476/The_National_Commercial_Bank.aspx
Al Rajhi Bank,966-11-3333460,Riaydh,"banks,Financial institutions",Public & private banks,"Founded in 1957, Al Rajhi Bank is one of the largest Islamic banks in the world with total assets of SR 288 billion (US$ 76.8 bn), a paid up capital of US$4.3 billion and an employee base of over 8,40...",https://www.findsaudi.com/en/CatView/580/948/Al_Rajhi_Bank.aspx
Tashlih Alhamdania,966-54-7643756,Jadda,Cars,Car agencies,Al Hamdaniyah Auto Dismantling Center  is the ideal destination for dismantling cars and selling original and used spare parts with high quality. We provide reliable and fast services to meet all cust...,https://www.findsaudi.com/en/CatView/278/29003/Tashlih_Alhamdania.aspx
ADEL CARS COMPANY,966-861-920006652,Riaydh,Cars,Car agencies,"Adel Cars - Your premier destination for buying new and luxury cars in Saudi Arabia. Competitive prices, convenient installments, and global brands for reliable services.",https://www.findsaudi.com/en/CatView/278/29370/ADEL_CARS_COMPANY.aspx
Peugeot Saudi Arabia,966-92-0023550,Riaydh,Cars,Car agencies,"Peugeot Saudi Arabia is the official distributor of Peugeot in Saudi Arabia. Peugeot Saudi Arabia offers a wide variety of new passenger and commercial vehicles, as well as a selection of Peugeot part...",https://www.findsaudi.com/en/CatView/278/28408/Peugeot_Saudi_Arabia.aspx
Nissan Saudi Arabia,966-92-0009058,Macca,Cars,Car agencies,"Nissan Saudi Arabia is the official distributor of Nissan in the Kingdom of Saudi Arabia bringing to the customers a complete range of the most reliable 4X4, luxury, passenger, and commercial vehicles...",https://www.findsaudi.com/en/CatView/278/28387/Nissan_Saudi_Arabia.aspx
Nissan Saudi Arabia,966-92-0009058,Jadda,Cars,Car agencies,"Nissan Saudi Arabia is the official distributor of Nissan in the Kingdom of Saudi Arabia bringing to the customers a complete range of the most reliable 4X4, luxury, passenger, and commercial vehicles...",https://www.findsaudi.com/en/CatView/278/28491/Nissan_Saudi_Arabia.aspx
Peugeot Saudi Arabia,966-92-0023550,Al Khobar,Cars,Car agencies,"Peugeot Saudi Arabia is the official distributor of Peugeot in Saudi Arabia. Peugeot Saudi Arabia offers a wide variety of new passenger and commercial vehicles, as well as a selection of Peugeot part...",https://www.findsaudi.com/en/CatView/278/28493/Peugeot_Saudi_Arabia.aspx
Kayishha,966-92-029838,Jadda,Cars,Car agencies,"Kayishha.com is the most suitable online platform for car sellers in the Kingdom of Saudi Arabia, especially the ones who have no prior experience or information about car selling. Kayishha.com is an ...",https://www.findsaudi.com/en/CatView/278/26846/Kayishha.aspx
seven-side,966-333-502950572,Riaydh,Cars,Car agencies,"The best tissue holder has a distinctive design that gives it a good look and is suitable for your car.
It also features suitable dimensions, which are 7 * 21 cm.
The napkin holder comes in black.
...",https://www.findsaudi.com/en/CatView/278/27290/seven_side.aspx
Zeaara,966-5-39597999,Riaydh,Cars,Car agencies,"Zeaara.com finds the perfect used car for you in Riyadh. We protect your purchase with a certified inspection check, and offer a flexible financing plan for any used car. 
 
(Detailed)
Zeaara.com i...",https://www.findsaudi.com/en/CatView/278/27147/Zeaara.aspx
ECZurex application,966-92-0002574,Riaydh,Cars,Car agencies,"The ECZurex application is a battery application for the Ismail Al-Jamaan Trading Corporation, the pioneer in the field of car batteries and the import of auto parts and accessories, in the Kingdom of...",https://www.findsaudi.com/en/CatView/278/27531/ECZurex_application.aspx
Zeaara,966-53-9597999,Riaydh,Cars,Car agencies,Zeaara.com is a top-5 used cars portal in Riyadh. We guide you on finding the perfect used car from our 2000+ catalog. Your purchase is protected with a 100+ point inspection check with our certified ...,https://www.findsaudi.com/en/CatView/278/26957/Zeaara.aspx
INFINITI vehicles Kingdom of Saudi Arabia,966-11-8002442020,Riaydh,Cars,Car agencies,We build machines in pursuit of human potential. For both our cars and the people that drive them. We believe in empowering the drive. Your local dealer of INFINITI vehicles in the Kingdom of Saudi Ar...,https://www.findsaudi.com/en/CatView/278/26385/INFINITI_vehicles_Kingdom_of_Saudi_Arabia.aspx
Aljomaih Automotive Co.,966-11-4454040,Riaydh,Cars,Car agencies,"Aljomaih Automotive Co. :
Today is one of the most prestigious and successful companies in the Middle East, a family-owned AAC. And includes areas of the company's diversified business activities, th...",https://www.findsaudi.com/en/CatView/278/1672/Aljomaih_Automotive_Co_.aspx
Carzone,966-56-6151661,Jadda,Cars,Car agencies,"Car marketing
https://www.snapchat.com/add/cars_zone",https://www.findsaudi.com/en/CatView/278/7436/Carzone.aspx
Import Agent Establishment for Cars,,Riaydh,Cars,Car agencies,Import Service for Special Order Cars (New-Used-Classic),https://www.findsaudi.com/en/CatView/278/7143/Import_Agent_Establishment_for_Cars.aspx
sl3hcom,,Riaydh,Cars,Car agencies,Commodity Kumho is a website for classifieds ads and buying and selling services. We are honored to you all,https://www.findsaudi.com/en/CatView/278/6910/sl3hcom.aspx
Adheeb AlSahel Motors,966-56-5471938,Riaydh,Cars,Car agencies,Marketing and selling new cars on the Haraj website,https://www.findsaudi.com/en/CatView/278/7443/Adheeb_AlSahel_Motors.aspx
Cars Shop,,Riaydh,Cars,Car agencies,A brokerage platform to display and sell new and used cars,https://www.findsaudi.com/en/CatView/278/7442/Cars_Shop.aspx
Abdullah Aldulami,966-56-2702716,Riaydh,Cars,Car agencies,Offer customers cars for sale on our social media accounts,https://www.findsaudi.com/en/CatView/278/7438/Abdullah_Aldulami.aspx
Vehicle Crown Trading Est,966-55-5466442,Riaydh,Cars,Car agencies,Establishing electronic car auctions,https://www.findsaudi.com/en/CatView/278/7432/Vehicle_Crown_Trading_Est.aspx
Sellcar,,Riaydh,Cars,Car agencies,To sell cars and distinctive panels,https://www.findsaudi.com/en/CatView/278/7429/Sellcar.aspx
Classic Motors,966-56-3789309,Riaydh,Cars,Car agencies,"Selling and shipping classic cars from America to Saudi Arabia, Kuwait, Qatar, Bahrain, UAE and Oman",https://www.findsaudi.com/en/CatView/278/7426/Classic_Motors_.aspx
kassep,,Riaydh,Cars,Car agencies,A company that organizes public auctions through the website www.kassep.com,https://www.findsaudi.com/en/CatView/278/7308/kassep.aspx
Whip Plug,966-55-0484840,Riaydh,Cars,Car agencies,"Importing new and used cars from Germany to the middle east 
. Importing new and used cars from Germany to the Middle East",https://www.findsaudi.com/en/CatView/278/7289/Whip_Plug.aspx
VIP Car Saudi Arabia,,Riaydh,Cars,Car agencies,"VIP CAR KSA

 A Saudi company specialized in the field of cars (sale - purchase - modification - repair - renovation - body kit - rims - new used spare parts) preparing cars (food trucks - ambulance...",https://www.findsaudi.com/en/CatView/278/7247/VIP_Car_Saudi_Arabia.aspx
Mosab For Special Numbers License Plates,,Riaydh,Cars,Car agencies,"Buying and selling distinctive panels at competitive prices, fast communication.

 I am pleased to rent you my page on Haraj website to view our products and all our news (https://haraj.com.sa/users...",https://www.findsaudi.com/en/CatView/278/7244/Mosab_For_Special_Numbers_License_Plates.aspx
Buying and selling distinctive car plates,,Riaydh,Cars,Car agencies,Buying and selling distinctive car plates,https://www.findsaudi.com/en/CatView/278/7169/Buying_and_selling_distinctive_car_plates.aspx
Distinctive car plates for sale and purchase,,Riaydh,Cars,Car agencies,Buying and selling distinctive car plates,https://www.findsaudi.com/en/CatView/278/7168/Distinctive_car_plates_for_sale_and_purchase.aspx
Syarah,966-11-2348298,Riaydh,Cars,Car agencies,A professional platform for buying and selling cars and their services via the Internet,https://www.findsaudi.com/en/CatView/278/7155/Syarah.aspx
Cars Gulf,,Riaydh,Cars,Car agencies,"Selling and marketing cars, motorcycles, old classic cars, boats and jet skis, as well as selling and marketing their spare parts",https://www.findsaudi.com/en/CatView/278/7111/Cars_Gulf.aspx
hrajqatif102,966-13-8230079,Riaydh,Cars,Car agencies,"Online account for displaying, selling and buying new and used cars, their spare parts, decorative tools and accessories .. 
, to communicate via WhatsApp only",https://www.findsaudi.com/en/CatView/278/7101/hrajqatif102.aspx
Luxury cars,,Riaydh,Cars,Car agencies,"We help you to find the right car for you and help you sell the car at the right value for you, if you are not a seller or buyer then enjoy visual nutrition, as long as you wish",https://www.findsaudi.com/en/CatView/278/7055/Luxury_cars.aspx
SAUDI CARS AND MOTORCYCLES,,Riaydh,Cars,Car agencies,"Tasweeq for the sale and purchase of cars, motorcycles and the distinctive plate, covering all special events for cars",https://www.findsaudi.com/en/CatView/278/7041/SAUDI_CARS_AND_MOTORCYCLES.aspx
Mr Mazad,,Riaydh,Cars,Car agencies,Auto Auction Property Auction,https://www.findsaudi.com/en/CatView/278/7024/Mr_Mazad.aspx
M3rood4sale,966-54-1410675,Riaydh,Cars,Car agencies,"An account to display all types of cars and motorcycles and distinctive plates in a distinctive and simplified manner, in line with Vision 2030",https://www.findsaudi.com/en/CatView/278/6891/M3rood4sale.aspx
